,xmin,ymin,xmax,ymax,confidence,class,name
23,325.83111572265625,1424.760009765625,382.1152038574219,1479.7529296875,0.9476657509803772,0,mussel
24,414.2008361816406,1307.0218505859375,463.78564453125,1365.1328125,0.9475805759429932,0,mussel
25,721.8793334960938,1609.791015625,779.28466796875,1661.0986328125,0.9475073218345642,0,mussel
26,431.62701416015625,1155.0546875,488.2480773925781,1208.648681640625,0.9473869204521179,0,mussel
27,1044.775390625,1457.0118408203125,1102.2252197265625,1513.8773193359375,0.9470295906066895,0,mussel
28,765.0646362304688,1513.1732177734375,822.5747680664062,1570.1937255859375,0.9467207193374634,0,mussel
29,794.6483764648438,1248.31640625,841.921875,1307.99462890625,0.9466004371643066,0,mussel
30,827.8770141601562,1325.25537109375,879.347412109375,1376.817138671875,0.9465826153755188,0,mussel
31,714.0120849609375,1301.16162109375,760.9766845703125,1352.292724609375,0.9464923143386841,0,mussel
32,728.142822265625,1434.7447509765625,776.5847778320312,1493.916015625,0.946293294429779,0,mussel
33,597.8482666015625,1310.52197265625,653.6920166015625,1358.218994140625,0.9462456703186035,0,mussel
34,559.6980590820312,1144.6624755859375,616.2693481445312,1201.0029296875,0.9461946487426758,0,mussel
35,825.4066772460938,1732.7476806640625,883.78515625,1799.6748046875,0.946050763130188,0,mussel
36,700.287841796875,1535.531982421875,759.3233032226562,1585.707275390625,0.9460375308990479,0,mussel
37,632.1097412109375,1535.5960693359375,689.6810302734375,1587.7310791015625,0.9459955096244812,0,mussel
38,951.101318359375,1453.7451171875,1000.8687133789062,1504.0411376953125,0.945794403553009,0,mussel
39,773.9649658203125,1427.0130615234375,826.4586181640625,1478.8099365234375,0.9455195665359497,0,mussel
40,719.5765991210938,1350.68896484375,761.2733154296875,1403.9173583984375,0.9454157948493958,0,mussel
41,739.6535034179688,1120.8499755859375,795.2927856445312,1168.040771484375,0.9452980160713196,0,mussel
42,310.66534423828125,1315.9432373046875,367.7560729980469,1370.3072509765625,0.9451749324798584,0,mussel
43,959.0166015625,1342.3792724609375,1013.608642578125,1393.951416015625,0.9450592398643494,0,mussel
44,868.8704833984375,1078.9591064453125,919.19873046875,1135.4356689453125,0.9447392225265503,0,mussel
45,895.6131591796875,1450.1151123046875,943.4766235351562,1510.5540771484375,0.9446598291397095,0,mussel
46,656.2745361328125,1311.9423828125,706.0801391601562,1363.99658203125,0.9443400502204895,0,mussel
47,512.0635375976562,1128.6524658203125,565.5032348632812,1180.9146728515625,0.9441279172897339,0,mussel
48,551.9888305664062,1202.8153076171875,598.99267578125,1254.327392578125,0.9437338709831238,0,mussel
49,981.3751220703125,1117.43896484375,1033.83544921875,1169.680419921875,0.9436892867088318,0,mussel
50,419.6760559082031,1747.41748046875,481.7669982910156,1808.775390625,0.9436434507369995,0,mussel
51,796.4177856445312,1468.6292724609375,854.4038696289062,1519.1160888671875,0.9435924291610718,0,mussel
52,895.77685546875,1274.082275390625,951.2107543945312,1327.2105712890625,0.943467378616333,0,mussel
53,1069.253662109375,1580.2152099609375,1121.8515625,1638.0457763671875,0.943180501461029,0,mussel
54,979.0602416992188,1180.039306640625,1025.8128662109375,1236.732666015625,0.9430431127548218,0,mussel
55,978.5672607421875,1283.0172119140625,1030.74609375,1339.087890625,0.9424661993980408,0,mussel
56,619.0661010742188,1357.2447509765625,675.2421264648438,1410.62158203125,0.9423151016235352,0,mussel
57,365.94183349609375,1520.1776123046875,409.4648132324219,1581.3192138671875,0.9422982335090637,0,mussel
58,497.79608154296875,1388.9671630859375,550.907958984375,1442.099365234375,0.9421831369400024,0,mussel
59,402.658935546875,1529.8419189453125,457.39678955078125,1592.68798828125,0.9421501159667969,0,mussel
60,629.0677490234375,1617.5584716796875,688.9533081054688,1669.544189453125,0.9414498209953308,0,mussel
61,409.1998596191406,1204.497314453125,453.35284423828125,1260.5025634765625,0.9413114786148071,0,mussel
62,837.646728515625,956.40087890625,891.3932495117188,1004.9357299804688,0.9412485361099243,0,mussel
63,668.5093383789062,1362.0567626953125,715.2169799804688,1416.755615234375,0.941224992275238,0,mussel
64,629.3819580078125,1668.9407958984375,687.8258056640625,1720.96044921875,0.9411706924438477,0,mussel
65,629.8778076171875,1141.261962890625,677.832763671875,1202.0943603515625,0.940841555595398,0,mussel
66,842.1129760742188,1588.6097412109375,903.5606689453125,1645.311767578125,0.9407795071601868,0,mussel
67,682.4661865234375,1104.407470703125,732.072509765625,1161.6357421875,0.940768837928772,0,mussel
68,682.1303100585938,1222.0115966796875,725.7796630859375,1276.9705810546875,0.9400264024734497,0,mussel
69,883.44580078125,1168.4830322265625,931.580078125,1222.3326416015625,0.9396963715553284,0,mussel
70,654.3837280273438,1184.4349365234375,707.6221313476562,1226.0830078125,0.9396554827690125,0,mussel
71,486.372314453125,1201.3673095703125,535.7032470703125,1251.558837890625,0.9394798278808594,0,mussel
72,594.1953125,1222.21728515625,639.1284790039062,1267.9566650390625,0.939136803150177,0,mussel
73,613.1947021484375,1576.7974853515625,670.9931640625,1628.859619140625,0.9390471577644348,0,mussel
74,640.940673828125,1270.880859375,691.8162231445312,1317.3157958984375,0.9390352368354797,0,mussel
75,387.619384765625,1393.96533203125,449.9320068359375,1447.5401611328125,0.9387241005897522,0,mussel
76,458.0030517578125,1290.7919921875,506.9549865722656,1345.879638671875,0.9384673833847046,0,mussel
77,925.8580932617188,723.41650390625,984.9523315429688,777.9251708984375,0.9384416341781616,0,mussel
78,763.81396484375,1023.6510009765625,810.0509033203125,1070.528564453125,0.9383953213691711,0,mussel
79,625.7496337890625,1008.41162109375,672.4122314453125,1057.5333251953125,0.9383689761161804,0,mussel
80,825.236328125,924.1347045898438,868.2285766601562,972.3606567382812,0.9383143782615662,0,mussel
81,821.4862060546875,1520.215087890625,868.2933959960938,1574.7713623046875,0.9382504820823669,0,mussel
82,564.2096557617188,1537.2781982421875,613.1189575195312,1597.3690185546875,0.93812096118927,0,mussel
83,865.6416625976562,1193.3702392578125,914.8167114257812,1244.19775390625,0.9378176927566528,0,mussel
84,831.0330200195312,873.5436401367188,885.7818603515625,919.5851440429688,0.9375951290130615,0,mussel
85,721.7034301757812,1192.5999755859375,772.8758544921875,1239.4140625,0.9373504519462585,0,mussel
86,907.2152709960938,1340.53564453125,958.41796875,1391.57275390625,0.9369922280311584,0,mussel
87,761.861328125,2004.901611328125,823.665283203125,2068.0703125,0.936678946018219,0,mussel
88,546.2092895507812,1449.3367919921875,598.3759765625,1507.267578125,0.935994029045105,0,mussel
89,484.7051696777344,1517.4580078125,527.1151123046875,1577.39453125,0.9356024265289307,0,mussel
90,620.925048828125,1473.3919677734375,665.3009033203125,1524.869140625,0.9355619549751282,0,mussel
91,509.10858154296875,1298.5755615234375,558.4701538085938,1355.2274169921875,0.9352909326553345,0,mussel
92,550.201904296875,1592.805419921875,604.2875366210938,1655.1280517578125,0.9348677396774292,0,mussel
93,480.1592712402344,1338.8980712890625,527.6409912109375,1386.9798583984375,0.9347007274627686,0,mussel
94,590.5529174804688,1404.5911865234375,637.5062866210938,1463.59765625,0.9345187544822693,0,mussel
95,515.54638671875,1179.34521484375,564.217041015625,1230.989501953125,0.9339752793312073,0,mussel
96,803.0761108398438,798.803955078125,852.8719482421875,857.8991088867188,0.9337261319160461,0,mussel
97,554.2439575195312,1256.28662109375,603.7937622070312,1310.0634765625,0.9331746697425842,0,mussel
98,452.0595397949219,760.8896484375,505.0321044921875,821.1536254882812,0.933062732219696,0,mussel
99,577.2449340820312,1493.8521728515625,636.2553100585938,1544.3941650390625,0.9329328536987305,0,mussel
100,445.4704895019531,1500.490478515625,495.2106018066406,1555.7967529296875,0.9329233169555664,0,mussel
101,522.6551513671875,1554.1337890625,570.3746337890625,1609.0975341796875,0.9322763085365295,0,mussel
102,639.3246459960938,1437.89599609375,689.987060546875,1481.6468505859375,0.9322558045387268,0,mussel
103,658.12646484375,1482.1539306640625,704.539306640625,1543.290283203125,0.9320551753044128,0,mussel
104,398.7001953125,1444.6368408203125,459.3804016113281,1497.0211181640625,0.9309717416763306,0,mussel
105,372.2620544433594,1355.207275390625,425.9736022949219,1405.9478759765625,0.9308231472969055,0,mussel
106,597.1409912109375,1267.538330078125,647.3012084960938,1314.6619873046875,0.9305320978164673,0,mussel
107,364.6098937988281,1314.6173095703125,413.14276123046875,1360.910888671875,0.93045574426651,0,mussel
108,463.9847412109375,1375.14794921875,517.7719116210938,1426.29052734375,0.9297558069229126,0,mussel
109,810.8255004882812,1568.2445068359375,864.7841186523438,1615.248291015625,0.9287177920341492,0,mussel
110,586.7267456054688,864.8544311523438,632.7814331054688,910.1127319335938,0.9280426502227783,0,mussel
111,470.54876708984375,1454.679931640625,523.2378540039062,1510.23095703125,0.9272549748420715,0,mussel
112,596.8753662109375,1527.2955322265625,648.236572265625,1583.842041015625,0.926369309425354,0,mussel
113,554.8960571289062,1362.2918701171875,600.6161499023438,1417.16552734375,0.9258007407188416,0,mussel
114,639.8551635742188,1216.5244140625,681.3513793945312,1267.1978759765625,0.9250817894935608,0,mussel
115,553.7010498046875,1403.9901123046875,598.0927124023438,1454.85791015625,0.9223350882530212,0,mussel
116,512.7595825195312,1446.169189453125,554.48291015625,1496.337158203125,0.9222081303596497,0,mussel
117,445.9769592285156,1419.7987060546875,501.4345703125,1459.208740234375,0.9217332601547241,0,mussel
118,756.2684936523438,1088.2169189453125,806.7132568359375,1121.9671630859375,0.9198999404907227,0,mussel
119,433.6116638183594,1355.8873291015625,475.3163146972656,1416.23046875,0.919769823551178,0,mussel
120,802.6100463867188,1062.801513671875,844.4849853515625,1108.659423828125,0.9188448190689087,1,mussel_open
121,827.33837890625,1294.5440673828125,879.0982055664062,1326.554931640625,0.9110190272331238,0,mussel
122,706.0048217773438,1486.8372802734375,767.3096923828125,1540.095947265625,0.9034320712089539,1,mussel_open
123,810.248046875,1012.7964477539062,865.1268310546875,1065.1016845703125,0.8983385562896729,1,mussel_open
124,551.6591186523438,1286.013916015625,597.8384399414062,1334.239501953125,0.8964544534683228,0,mussel
125,553.677734375,1316.9581298828125,590.0440673828125,1364.212646484375,0.8962914943695068,0,mussel
126,436.42926025390625,1243.8900146484375,483.49066162109375,1294.26220703125,0.8944821357727051,1,mussel_open
127,1306.3316650390625,1235.9893798828125,1358.4654541015625,1296.9970703125,0.8911282420158386,1,mussel_open
128,487.7338562011719,688.8901977539062,541.2987670898438,734.748779296875,0.8904829025268555,1,mussel_open
129,433.2750549316406,1454.2537841796875,476.39453125,1511.9415283203125,0.8847923874855042,0,mussel
130,392.8728332519531,1493.5711669921875,435.918701171875,1536.473388671875,0.8608716726303101,1,mussel_open
131,448.8468322753906,1330.83203125,497.4768371582031,1372.1671142578125,0.8446802496910095,0,mussel
132,580.2127075195312,1633.8984375,627.4002075195312,1678.052001953125,0.8444288969039917,1,mussel_open
133,851.4586181640625,1376.8204345703125,885.3782348632812,1405.681640625,0.8235316872596741,1,mussel_open
134,616.1989135742188,832.1119384765625,672.0955200195312,878.9345703125,0.8058156967163086,1,mussel_open
135,833.4066162109375,1100.13134765625,881.6797485351562,1150.35107421875,0.775638222694397,1,mussel_open
136,520.7120361328125,1031.002197265625,564.6508178710938,1095.1336669921875,0.7196710109710693,1,mussel_open
137,536.9675903320312,1361.048828125,576.4580078125,1406.657470703125,0.6483931541442871,0,mussel
138,553.0945434570312,1593.748291015625,606.2799072265625,1656.6282958984375,0.4811793267726898,1,mussel_open
139,663.6118774414062,1424.4874267578125,731.4828491210938,1473.33251953125,0.4342848062515259,0,mussel
140,621.1476440429688,1546.3533935546875,677.883544921875,1621.847412109375,0.40206223726272583,0,mussel
141,481.72125244140625,1443.9385986328125,549.7900390625,1502.3709716796875,0.3978659212589264,0,mussel
142,373.0044250488281,1369.87158203125,435.98590087890625,1434.0311279296875,0.371669203042984,0,mussel
143,954.052001953125,1353.3094482421875,1057.564208984375,1403.1368408203125,0.32742446660995483,0,mussel
144,687.6425170898438,1112.511474609375,797.2322998046875,1164.9468994140625,0.29378852248191833,0,mussel
145,777.0423583984375,1228.45654296875,826.4257202148438,1293.1510009765625,0.29285579919815063,0,mussel
146,371.9337463378906,1521.389404296875,441.4788818359375,1588.8946533203125,0.2831101417541504,0,mussel
147,822.8535766601562,832.4989013671875,874.8516235351562,915.6264038085938,0.2812837064266205,0,mussel
148,776.8840942382812,1161.9375,825.692626953125,1274.49853515625,0.25625553727149963,0,mussel
